text,label,source
"SPECIAL ALERT<!--li.MsoNormal{mso-style-parent:"""";margin-bottom:.0001pt;font-size:12.0pt;font-family:""Times New Roman"";margin-left:0in;margin-right:0in;margin-top:0in}.contenttd{font-family:Verdana,Arial,Helvetica,sans-serif;font-size:11px;color:#333333}#content{position:absolute;width:385px;z-index:1;left:0;top:0}-->THE WALL STREET WEEKLYStock Pick of The Day: China Xin Network Media Corp.Â  (OTC BB:CXIN)Â Â OPINION:Â Â Â Â  BUYSYMBOL:Â Â Â  CXINIndustry:Â  PublishingShort Term Opinion:Â OutperformLong Term Opinion:Â AccumulateRecent Price:Â Â Â Â Â  $0.0512 Month Trading Range:$0.07 - $0.95Avg. Volume:Â Â Â Â  47,940Approx. Float:Â Â  5 MillionInsider & Institutional Holdings:92% SharesÂ Â Â "" CXIN MEDIA CORPORATION, THE BLOOMBERG OF CHINA."" - Finance and Investment Magazine, December 2001Â THE COMPANY:CXIN Media Corporation is an integrated media company focusing on the dissemination and aggregation of information. Currently, CXINs core business is in the publishing and aggregation of Financial, Economic, and Business Information on the Peoples Republic of China. The value CXIN Media provides is its ability to source, package, and present information that is highly in demand by the market.Apart from the core print and electronic publishing business, CXIN is involved in other related businesses, such as organizing and managing events such as conferences, seminars, and training in the field of wealth management and personal finance.These areas are closely linked to the core competencies of the company and they intend to leverage on the brands that they have built to further drive the growth potential.CXIN holds the key to success in the Peoples Republic of China. In May of 2001 they acquired the 12 year exclusive right from the China Economic Information Network, a corporation under the direct management of the State Information Center and the State Planning Development Commission, Chinas highest economic decision body.HIGHLIGHTS:May 2001, CXIN acquires the 12 year Exclusive license to distribute all information in English, French and Spanish, Internationally.February 2002, CXIN announced its first distribution contract with a leading market research provider.March 2002, CXIN announces it had signed with yet another distributor for its unique financial , economic and business information on the Peoples Republic of China.Â May 7, 2002, CXIN announces a distribution agreement with Internet Securities, a Euromarket company and the leading provider of emerging market securities.May 9, 2002, CXIN announces it had hired one of Asias top media consulting firms, Telesis, and its President, Mr. Cyril Pereira, the former Director of Operation of the South China Morning Post and Asia Magazine.June 12, 2002, CXIN launched its China Business portal and began selling subscriptions.June 24, 2002, CXIN announces the acquisition ofÂ  Smart Investor Magazine and related business. This magazine will bring over $1.2 Million in consolidated revenues.Â July 15, 2002, CXIN announces the license agreement with Lexis-Nexis, one of the worlds largest aggregators.INVESTMENT CONSIDERATIONS:According to the reports from Morgan-Stanley, which analyzes the worlds superpowers in 11 industries, it only takes 8 years to build a media empire, which means the return on investment in this industry will be far greater than that of pharmaceutical, household merchandise, energy, or even banking. We believe that CXIN Media is well positioned to become the next superpower of the media market in the fast growing Chinese market. The superior management and its exclusive agreement granted by the Chinese government provide the company with an ""unfair advantage"" over its potential competitors. We believe that the recent license agreements signed with some of the largest information providers in the world as well as the Smart Investor Magazines and related business will enable the company to meet its revenue and profit expectation of $50 Million within the next 5 years and dependent on market condition for refinancing, we foresee that CXIN Media could easily double their expected revenue and profits through strategic acquisitions. The current price of the shares do not reflect the value of this growth company, in comparison to the sector CXIN Media should be currently trading between $0.25 to $0.50 and above this value when we take into consideration the growth factors.Disclaimer: The Wall Street Weekly provides information on selected companies that it believes has investment potential. The Wall Street Weekly is not a registered investment advisor or broker - dealer. This report is provided as an information service only, and the statements and opinions in this report should not be construed as an offer or solicitation to buy or sell any security. The Wall Street Weekly accepts no liability for any loss arising from an investors reliance on or use of this report. An investment in CXIN is considered to be highly speculative and should not be considered unless a person can afford a complete loss of investment. The Wall Street Weekly has been retained to distribute this report on CXIN and has been paid six hundred dollars by a third party. This report involves forward looking statements, which involve risk, and uncertainties that may cause actual results to differ materially from those set forth in the forward - looking statements. For further details concerning these risks and uncertainties, see the SEC filings of CXIN including the companys most recent annual and quarterly reports.If you wish to no longer receive your FREE subscription or have received this report in error, please click HERE.--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by: Jabber - The world's fastest growing 
real-time communications platform! Don't just IM. Build it in! 
http://www.jabber.com/osdn/xim
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings",1,spamassassin
"Matthias Saou (matthias@egwn.net) wrote*:
>Then why bother : The new Red Hat Linux beta ""(null)"" is now available and
>should be announced anytime now. It contains rpm 4.1-0.81.Ahhh ... this is funny. Last night I upgraded to Limbo II (.93).Installed Limbo II kernel, Installed libstdc++ from rawhide (rpm -ivh) so the
newer apt would work, told apt it is OK to have multiple of libstdc++, copied
the actual rawhide ""libstdc++.so.5.0.0"" file to another directory, removed that
rawhide libstdc++ package, installed (rpm -ivh ) the Limbo II libstdc++ package
(new apt does not like it), make that symlink ""libstdc++.so.5"" point to that
rawhide file I moved earlier.Apt works again, dump the Limbo II rpms into a dir, run the ""genaptrep.sh rh73"",
but ""topdir"" arg had changed, edit script, rerun, makes apt repository for Limbo
II. Do ""apt-get --ignore missing -f dist-upgrade"". Apt wants to uninstall itself
because that rawhide libstdc++ package is not installed, but apt works for the
moment because of that symlink I made.Apt stays installed just long enough to issue the necessary ""dist-upgrade""
commands, several hours later, I have Limbo II, shiny and new. The install even
made that symlink point back to the correct libstdc++ file.Several hours after that, I read my mail and realize that ""null"" directory I kept
seeing while downloading Limbo II was not a fluke.Ahh, the joy. Repeat the above ....--
That's ""angle"" as in geometry._______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",0,spamassassin
"A man endowed with a 7-8"" hammer is simply
 better equipped than a man with a 5-6""hammer. 
Would you rather havemore than enough to get the job done or fall short. It's totally upto you. Our Methods are guaranteed to increase your size by 1-3"" Come in here and see how",1,spamassassin
"Â Â 
Dear 
 Homeowner,
Â 
*6.25% 30 Yr Fixed Rate 
 Mortgage
Interest 
 rates are at their lowest point in 40 years! We help you 
 find the best rate for your situation by matching your 
 needs with hundreds of lenders! Home Improvement, 
 Refinance, Second Mortgage, Home Equity 
 Loans, and More! Even with less than perfect credit! 
 Click Here for a Free 
 Quote! 
Lock In YOUR LOW FIXED RATE TODAYaNO COST 
 OUT OF POCKET
aNO 
 OBLIGATION
aFREE 
 CONSULTATION
aALL 
 CREDIT GRADES ACCEPTED 
Rates as 
 low as 6.25% won't stay this low forever CLICK 
 HERE
Â 
* based on 
 mortgage rate as of 5-15-02 as low as 6.25% see lender 
 for detailsÂ HApply now and one of our lending partners 
 will get back to you within 48 
 hours.CLICK 
 HERE!
complete name removing system at website.
4924161298765444333",1,spamassassin
"START A BUSINESS OR FUND YOUR CHILD'S COLLEGE WITHOUT DEBT.Get the money you need and NEVER have to pay it back.
Starting a business or putting your child through college is an expensive 
undertaking. That's where we can Help. Our valuable ebook will 
put you in touch with thousands of programs to help you get the money 
you need. That's right FREE Grant & Scholarship Money.
Don't Let Someone Else Get YOUR Share!Reg. Price $34.95 Order by July 31 and SAVE $10.00. Tour our SECURE website for more details: 
http://www.moneyfromthetree.com/moneytree/index5.htm You are receiving this special offer because you have provided permission 
to receive third party online promotions. To be eliminated from future marketing:
http://www.moneyfromthetree.com/moneytree/omit.htmrcbvlirnuibhhejdtjdpjyogjdeyrklxvrjwo--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings",1,spamassassin
"=============================================
Astounding New Software Lets You Find
Out Almost ANYTHING about ANYONE...
=============================================Download it right now (no charge card needed):Click here:
http://lv508p.sg.st Discover EVERYTHING you ever wanted to know about:your friends
your family
your enemies
your employees
yourself - Is Someone Using Your Identity?
even your boss!DID YOU KNOW you can search for ANYONE, ANYTIME,
ANYWHERE, right on the Internet?Download this software right now--click here:
http://lv508p.sg.st This mammoth COLLECTION of internet investigative
tools & research sites will provide you with NEARLY
400 GIGANTIC SEARCH RESOURCES to locate information on:* people you trust
* screen new tenants or roommates
* housekeepers
* current or past employment
* people you work with
* license plate number with name and address
* unlisted phone numbers
* long lost friends
Locate e-mails, phone numbers, or addresses:o Get a Copy of Your FBI file.o Get a Copy of Your Military file.o FIND DEBTORS and locate HIDDEN ASSETS.o Check CRIMINAL Drug and driving RECORDS.o Lookup someone's EMPLOYMENT history.
http://lv508p.sg.st 
Locate old classmates, missing family
member, or a LONG LOST LOVE:- Do Background Checks on EMPLOYEES before you
 hire them.- Investigate your family history, birth, death
 and government records!- Discover how UNLISTED phone numbers are located.- Check out your new or old LOVE INTEREST.- Verify your own CREDIT REPORTS so you can
 correct WRONG information.- Track anyone's Internet ACTIVITY; see the sites
 they visit, and what they are typing.- Explore SECRET WEB SITES that conventional
 search engines have never found.Click here:
http://lv508p.sg.st 
==> Discover little-known ways to make UNTRACEABLE
 PHONE CALLS.==> Check ADOPTION records; locate MISSING CHILDREN
 or relatives.==> Dig up information on your FRIENDS, NEIGHBORS,
 or BOSS!==> Discover EMPLOYMENT opportunities from AROUND
 THE WORLD!==> Locate transcripts and COURT ORDERS from all
 50 states.==> CLOAK your EMAIL so your true address can't
 be discovered.==> Find out how much ALIMONY your neighbor is paying.==> Discover how to check your phones for WIRETAPS.==> Or check yourself out, and you will be shocked at
 what you find!!These are only a few things you can do, There
is no limit to the power of this software!!To download this software, and have it in less
than 5 minutes click on the url below to visit
our website (NEW: No charge card needed!)
http://lv508p.sg.st 
If you no longer wish to hear about future
offers from us, send us a message with STOP
in the subject line, by clicking here:
mailto:stop0507@excite.com?subject=STOP_LV2X0508 Please allow up to 72 hours to take effect.Please do not include any correspondence in your
message to this automatic stop robot--it will
not be read. All requests processed automatically. [:}H&*TG0BK5NKIYs5]",1,spamassassin
"This is not an exmh problem, but an interaction between sendmail, Solaris and 
mh.Your sysadmin is wrong. It is the responsibility of the receiving mail 
server to escape lines beginning with ""From "" if they choose to turn on that 
facility. It is not the responsibility for email clients to cater to the 
stupid design of the unix mail spool, and Sun's even more stupid decision to 
rely on ""Content-length:"" instead of dealing with this problem. Since mh is 
unaware of ""Content-length:"", rcvstore gags trying to parse messages from the 
spool.I had this same problem. There are several ways to fix it:1) Get your mail administrator to add the ""E"" flag to your sendmail. This 
means you will never see a line beginning with ""From "". Any such line will 
look like "">From "".2) There is a patch to mh to make it respect ""Content-length:"". When I was 
having this problem, porting this patch to nmh was low on the priority list, 
then nmh development stalled for a long time. I doubt it has been done, but 
you can check with the nmh list at nmh-workers@mhost.com to find out for sure.3) You can learn to use procmail, invoking rcvstore directly instead of 
letting sendmail put your incoming mail into the spool. This avoids the 
whole issue. rcvstore only deals with a single message at a time, and 
everything works.
-- 
Jim McMaster
mailto:mcmasjc@tatanka.stortek.com
In message <200210091657.g99GvDmX025433@life.ai.mit.edu>, Jason Rennie said:
> 
> When I receive a message that has a line starting with ""From "", it's
> broken into two messages. I get my mail from /var/spool/mail. The
> program that incorporates mail thinks that the ""From "" line starts a new
> message.
> 
> My sysadmins have told me that the sending mail client is supposed to 
> escape lines begining with ""From "". EXMH (2.5) doesn't do this. Should 
> it? It appears that my MH is MH 6.8. Does NMH fix this?
> 
> Jason D. M. Rennie
> MIT AI Lab
> jrennie@ai.mit.edu
> (617) 253-5339
> http://www.ai.mit.edu/~jrennie/
> 
> 
> 
> 
> _______________________________________________
> Exmh-users mailing list
> Exmh-users@redhat.com
> https://listman.redhat.com/mailman/listinfo/exmh-users
> 
_______________________________________________
Exmh-users mailing list
Exmh-users@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-users",0,spamassassin
"suggestion...
as I see it, there is a valid need for a ""razor-cache"" server that is
available to the local smtp host...
recursiveness would also be a nice feature, giving us the option to link
caches to offload the burden on the razor servers...
it could also allow us to setup local razor caches for private networks that
can bypass the razor servers all together...
any commensts ?-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",0,spamassassin
"Below is the result of your feedback form. It was submitted by (mike@winners.com) on Tuesday, July 30, 19102 at 03:48:23
---------------------------------------------------------------------------message: GET OVER $500 DOLLARS CASH!!! Just Click Here!!!! - http://www.reelten.com/redirect/500/index.htm - If you have received this Email in error please contact: lon_chaney_jr@hotmail.com with subject: remove. ---------------------------------------------------------------------------",1,spamassassin
"Aren't Asian Pacfic Americans (APAs) accorded equal 
opportunity already? Unfortunately, no. APAs are not accorded 
equal opportunity in workplaces presently. Equal opportunity means: ""For every man, woman and 
child to go as far and rise as high as their ambition and ability 
will take them."" Statistics, mostly gathered by government 
studies, show that AAs have only 1/3 the opportunity of all 
other Americans to rise to the top in the academic world, 
corporate world, the federal government. There seems to exist 
an invisible resistance to AAs' developing to the maximal of 
their potentials -- A Glass Ceiling. Let's look at a concrete case. A lot of our best people are 
employed in universities. Their average performance has been 
outstanding. What's their chance of rising to the top? University administrators are recruited almost exclusively 
from the ranks of faculty and professionals already employed in 
universities. Hence the ratio of [administrators / (faculty + 
professionals)], broken down to races, is a measure of the 
opportunity enjoyed by American citizens of different races. 
Nationwide, that ratio for blacks (non-Hispanic) is 0.21. That is, 
for every 100 black faculty and professionals there are 21 black 
administrators. The ratio for Native American is 0.20; for white 
(non-Hispanic) is 0.16; and for Hispanic is 0.15. However, it is 
only 0.06 for Asian American. Get on the Web and check it out 
for yourself! Source: Dept. of Education - , Table B-1f. The above dismal picture emerges from the supposedly 
""enlightened"" academic world. The situation in the corporate 
world, state and federal governments is worse. In E-Mail 2 & 3, we present a strategy to induce the two 
major political parties to help us fight for equal opportunity and 
help make our beloved nation ""a more perfect Union."" There has 
already been progress on account of that strategy. Behold how the 
glass ceiling in the federal government is being shattered, owing
significantly to the bloc-vote organized and delivered by 80-20 in 
the 2000 election.
Sincerely (members of Steering Comm., titles for ID purposes only)Rajen Anand, Secretary, Federation of Indian-Am. Assocs.,
Tong S. Chung, Founding President & Current Chairman of the Board,
 Korean American Coalition, DC chapter,
Alex Esclamado, Nat'l President, Filipino-Am. Political Assoc.,
Kenneth Fong, C.E.O., Clontech Laboratories,
Yu-Chi Ho, Harvard Univ., member of Nat'l Acad. of Engineering,
Stephen S. Ko, MD, Founder of Asian Am. Political Coalition N.J.,
Tony Lam, Councilman, Westminster, Los Angeles, California,
Michael Lin, former Nat'l President, Org. of Ch-Ams (1994-98),
Adeel Shah, Co-founder & Chairman/CEO of Telnia Corporation and
 President, US-Pakistan Business Council Washington, D.C.,
Peter Suzuki, Immediate Past President, National Asian/Pacific Am.
 Bar Association (NAPABA),
Henry Tang, Chair, Committee of 100,
Shaie-Mei Temple, Founding President, OCA-women New Orleans
 Chapter; Strategic Consultant,
Chang-Lin Tien, Chancellor, Univ. of Calif., Berkeley (1990-97),
Chun Wa Wong, Univ. of Calif., Los Angeles, Fellow, Am. phys. Soc.,
S. B. Woo, Lieutenant Governor of Delaware (1985-89)
Jenny Yang, President, Assoc. of Chinese Am. Professionals; Co-founder,
 Houston 80-20* * * * * * * * * * *
80-20 is a national, nonpartisan, Political Action Committee 
dedicated to winning equal opportunity and justice for all 
Asian Pacific Americans through a SWING bloc vote, ideally 
directing 80% of our community's votes and money to the 
presidential candidate endorsed by the 80-20, who better 
represents the interests of all APAs. Hence, the name ""80-20"" was 
created. 
 -- For unsubscribing, return this email AND add the word:REMOVE. --
 -- To get on 80-20's supporters list, reply with the word:ENLIST. --MsTo: matthew.simonton@blade.net
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings",1,spamassassin
"Foundstone Labs Advisory - 080902-APILAdvisory Name: Information Leakage in Orinoco and Compaq Access Points
 Release Date: August 9th, 2002
 Application: Orinoco Residential Gateway and Compaq WL310
 Platforms: N/A
 Severity: The ability to display/modify configuration information
 Vendors: Orinoco (http://www.orinocowireless.com) and
 Compaq (http://www.compaq.com)
 Authors: Marshall Beddoe (marshall.beddoe@foundstone.com)
 Tony Bettini (tony.bettini@foundstone.com)
CVE Candidate: CAN-2002-0812
 Reference: http://www.foundstone.com/advisoriesOverview:An information leakage vulnerability exists in Orinoco and Compaq OEM 
access points, disclosing the unique SNMP community string. As a result,an attacker can query the community string and gain the ability to
change
system configuration including Wired Equivalent Privacy (WEP) keys and 
Domain Name Service (DNS) information.Detailed Description:The Compaq WL310 is an OEM Orinoco Residential Gateway access point.
Both the Compaq and Orinoco access points use a unique identification
number
found on the bottom of the access point for configuration through
their management client. This identification string is used as the
default SNMP read/write community string. The community strings appears
to be unchangable, unique, and not easily guessable. By sending a
specific packet to UDP port 192, the access point will return
information including the firmware version and the unique identification
value. The packet returned includes the value of system.sysName.0, which
in the case of the Compaq WL310 and Orinoco Residential Gateway,
includes
the unique identification value. The identification value can then be
used as the SNMP community string to view and modify the configuration.The probe packet:
""\x01\x00\x00\x00\x70\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""
""\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""
""\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""
""\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""
""\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""
""\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""
""\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""
""\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""Example probe response:
01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 | ................
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 | ................
00 00 00 00 00 60 1d 20 2e 38 00 00 18 19 10 f8 | .....`. .8......
4f 52 69 4e 4f 43 4f 20 52 47 2d 31 31 30 30 20 | ORiNOCO RG-1100
30 33 39 32 61 30 00 00 00 00 00 00 00 00 00 00 | 0392a0..........
02 8f 24 02 52 47 2d 31 31 30 30 20 56 33 2e 38 | ..$.RG-1100 V3.8
33 20 53 4e 2d 30 32 55 54 30 38 32 33 32 33 34 | 3 SN-02UT0823234
32 20 56 00 | 2 V.system.sysName.0 = ""ORiNOCO RG-1100 0392a0""
Community name: 0392a0Vendor Response:Both vendors were notified of this issue on July 8th, 2002. According
to Orinoco, ""The Residential Gateway line has been discontinued.""Solution:Employ packet filtering on inbound requests to deny access to ports
192/udp and 161/udp on the access point.FoundScan has been updated to check for this vulnerability. For more
information on FoundScan, see the Foundstone website:
http://www.foundstone.comDisclaimer:The information contained in this advisory is copyright (c) 2002 
Foundstone, Inc. and is believed to be accurate at the time of 
publishing, but no representation of any warranty is given, 
express, or implied as to its accuracy or completeness. In no 
event shall the author or Foundstone be liable for any direct, 
indirect, incidental, special, exemplary or consequential 
damages resulting from the use or misuse of this information. 
This advisory may be redistributed, provided that no fee is 
assigned and that the advisory is not modified in any way.",0,spamassassin
"> I'm sure if you call their customer service 
> number they can unsubscribe you. I took me 4 
> tries, took me 5.> so make sure you get a confirmation number. Does that help? I had 5 of those. Lovely company...Max
http://xent.com/mailman/listinfo/fork",0,spamassassin
"This seems to be a good argument for the odd number prerelease, even number 
stables.So instead of a 0.61pre2 pre3, and a 0.61final, you'd stick with 0.61 
with different releases, and a 0.62.0.61-1, 0.61-2, 0.62. Would that that?--On Monday, August 19, 2002 17:25:04 +0200 Matthias Saou 
 wrote:> Take for instance xmame : I've been packaging 0.61 pre-releases as
> ""0.61-fr0.x"" since the entire source has only ""0.61"" tags everywhere, no
> preversion tags whatsoever. -- \m/ --
 ""...if I seem super human I have been misunderstood."" (c) Dream Theater
 mark@talios.com - ICQ: 1934853 JID: talios@myjabber.net
_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",0,spamassassin
